order_id,customer_id,order_date,product_category,amount,payment_method
1233,235,2024-04-30,Fitness,856.13,Credit Card
1234,138,2024-02-11,Home,659.09,Debit Card
1235,111,2024-01-25,Home,67.63,PayPal
1236,189,2024-09-14,Electronics,113.4,PayPal
1237,606,2025-05-20,Clothing,703.25,Debit Card
1238,501,2025-03-28,Fitness,929.58,PayPal
1239,809,2024-09-21,Books,747.84,Debit Card
1240,916,2025-09-02,Home,552.85,Credit Card
1241,441,2025-10-25,Home,280.04,Credit Card
1242,856,2024-07-11,Fitness,375.55,Credit Card
1243,261,2024-09-29,Books,721.21,Debit Card
1244,542,2024-05-13,Electronics,51.84,Credit Card
1245,841,2024-08-04,Clothing,323.37,Credit Card
1246,549,2025-01-09,Fitness,812.35,PayPal
1247,65,2025-01-24,Fitness,694.86,Credit Card
1248,79,2024-05-08,Clothing,294.22,Debit Card
1249,178,2025-03-27,Home,776.59,Credit Card
1250,512,2024-06-19,Home,303.54,PayPal
1251,576,2025-07-17,Books,153.05,Credit Card
1252,661,2025-04-14,Fitness,894.89,Credit Card
1253,962,2025-07-15,Home,786.42,Credit Card
1254,642,2024-07-06,Books,291.16,PayPal
1255,685,2025-05-07,Books,747.32,PayPal
1256,791,2024-06-29,Fitness,339.16,Credit Card
1257,383,2025-03-06,Clothing,573.74,PayPal
1258,119,2024-10-14,Clothing,533.9,Credit Card
1259,736,2025-09-01,Home,405.2,Credit Card
1260,56,2025-01-30,Clothing,82.36,Debit Card
1261,375,2025-07-21,Clothing,696.57,PayPal
1262,854,2024-09-03,Electronics,76.5,Debit Card
1263,312,2024-12-09,Clothing,94.07,Credit Card
1264,579,2025-03-02,Books,660.3,Debit Card
1265,370,2025-05-05,Home,219.76,PayPal
1266,565,2025-11-18,Fitness,199.18,PayPal
1267,505,2024-10-17,Clothing,283.66,Credit Card
1268,26,2025-11-20,Electronics,261.56,PayPal
1269,327,2024-07-06,Clothing,943.21,Debit Card
1270,4,2024-03-06,Home,711.33,Credit Card
1271,250,2024-01-23,Home,348.95,PayPal
1272,936,2024-07-24,Home,229.89,Debit Card
1273,438,2024-03-02,Books,733.19,Debit Card
1274,382,2025-09-13,Fitness,406.2,PayPal
1275,615,2025-01-07,Home,318.78,Credit Card
1276,468,2025-03-08,Electronics,591.54,Credit Card
1277,719,2024-11-21,Electronics,912.23,PayPal
1278,956,2024-02-01,Clothing,728.9,Debit Card
1279,213,2025-09-23,Electronics,486.68,Credit Card
1280,453,2025-08-11,Electronics,487.64,PayPal
1281,213,2024-08-11,Home,606.46,Debit Card
1282,264,2025-09-04,Fitness,415.42,PayPal
1283,204,2025-01-18,Home,329.83,PayPal
1284,409,2024-08-10,Fitness,55.36,PayPal
1285,401,2024-12-18,Electronics,899.96,Debit Card
1286,841,2024-01-12,Home,457.62,Credit Card
1287,672,2024-11-02,Books,522.99,Debit Card
1288,37,2025-12-19,Electronics,718.8,Credit Card
1289,356,2025-02-20,Fitness,644.12,PayPal
1290,678,2024-10-04,Electronics,630.11,Debit Card
1291,674,2024-12-17,Home,479.54,PayPal
1292,760,2024-10-24,Home,697.13,Debit Card
1293,713,2024-01-16,Books,722.48,Credit Card
1294,680,2025-10-28,Home,911.31,PayPal
1295,438,2024-10-01,Books,230.22,PayPal
1296,952,2025-07-24,Home,939.56,Debit Card
1297,277,2024-05-06,Clothing,512.81,Debit Card
1298,409,2025-06-12,Books,323.12,Credit Card
1299,180,2025-09-09,Clothing,22.59,PayPal
1300,197,2024-11-22,Fitness,615.48,PayPal
1301,288,2025-12-29,Home,557.15,PayPal
1302,146,2024-04-08,Fitness,962.33,Debit Card
1303,515,2025-06-14,Fitness,59.25,Credit Card
1304,3,2024-01-02,Clothing,92.7,Debit Card
1305,588,2024-09-25,Books,799.7,PayPal
1306,415,2025-05-09,Books,42.55,Debit Card
1307,209,2025-03-29,Home,917.26,Credit Card
1308,791,2025-03-20,Electronics,164.73,Debit Card
1309,471,2024-02-23,Electronics,232.85,Credit Card
1310,884,2025-02-18,Fitness,680.51,PayPal
1311,344,2025-03-03,Electronics,762.55,PayPal
1312,224,2025-11-04,Home,970.9,Debit Card
1313,157,2024-11-24,Electronics,810.04,Debit Card
1314,740,2024-09-10,Books,60.65,PayPal
1315,315,2024-09-14,Books,711.15,PayPal
1316,960,2024-09-21,Clothing,312.86,Debit Card
1317,191,2025-09-13,Electronics,724.73,PayPal
1318,290,2025-02-03,Home,868.03,Debit Card
1319,813,2025-06-23,Fitness,102.04,PayPal
1320,26,2024-10-24,Books,142.21,Debit Card
1321,453,2024-02-08,Fitness,881.66,Debit Card
1322,735,2025-10-31,Clothing,760.36,Credit Card
1323,992,2024-05-05,Home,936.83,Debit Card
1324,991,2024-02-19,Books,711.1,Debit Card
1325,631,2024-01-16,Home,957.94,PayPal
1326,564,2025-03-28,Fitness,91.81,PayPal
1327,673,2025-07-05,Electronics,799.69,Credit Card
1328,781,2024-12-09,Electronics,731.8,Credit Card
1329,709,2024-01-01,Clothing,658.87,Debit Card
1330,684,2025-07-12,Books,377.06,PayPal
1331,405,2024-03-28,Home,654.83,Debit Card
1332,744,2025-01-31,Home,888.38,Debit Card
1333,755,2025-11-12,Electronics,815.61,Credit Card
1334,954,2025-11-16,Clothing,960.68,Credit Card
1335,354,2024-09-06,Home,821.08,Debit Card
1336,295,2025-02-10,Books,415.19,PayPal
1337,175,2024-12-31,Fitness,228.99,Debit Card
1338,695,2024-07-23,Home,923.98,Debit Card
1339,620,2025-09-24,Fitness,429.37,Debit Card
1340,123,2025-11-18,Clothing,672.48,PayPal
1341,355,2025-06-24,Electronics,768.65,Credit Card
1342,85,2024-07-03,Home,581.44,Debit Card
1343,406,2024-05-11,Clothing,343.29,PayPal
1344,872,2024-12-19,Books,459.19,Credit Card
1345,123,2024-06-14,Electronics,295.71,Credit Card
1346,990,2025-04-22,Home,410.71,Debit Card
1347,585,2025-08-11,Clothing,31.71,Credit Card
1348,57,2024-09-15,Electronics,976.89,Debit Card
1349,10,2025-09-10,Electronics,132.42,Credit Card
1350,327,2024-03-27,Clothing,812.0,Debit Card
1351,492,2025-03-24,Electronics,624.33,Debit Card
1352,705,2025-09-04,Clothing,326.86,Credit Card
1353,545,2025-07-22,Home,256.34,Debit Card
1354,923,2025-03-19,Fitness,849.66,PayPal
1355,626,2024-03-18,Clothing,588.52,Debit Card
1356,982,2024-09-12,Fitness,567.06,PayPal
1357,995,2025-10-28,Books,130.93,PayPal
1358,87,2024-02-22,Clothing,828.7,PayPal
1359,272,2025-08-23,Electronics,242.58,PayPal
1360,506,2024-02-08,Fitness,519.84,Debit Card
1361,196,2024-10-20,Home,603.19,Debit Card
1362,714,2024-10-25,Fitness,174.86,Credit Card
1363,554,2025-05-16,Electronics,897.34,PayPal
1364,385,2025-10-04,Home,490.95,PayPal
1365,674,2024-12-27,Home,541.3,Debit Card
1366,732,2025-01-27,Clothing,844.33,Credit Card
1367,139,2024-06-15,Books,842.0,PayPal
1368,10,2025-07-29,Books,688.25,Debit Card
1369,287,2024-02-27,Clothing,229.54,PayPal
1370,25,2024-07-28,Fitness,231.18,Credit Card
1371,540,2025-12-06,Books,382.89,Debit Card
1372,255,2024-08-14,Fitness,191.25,PayPal
1373,246,2024-06-13,Books,203.16,Debit Card
1374,715,2025-04-07,Clothing,43.34,Debit Card
1375,778,2024-10-01,Fitness,301.65,PayPal
1376,907,2025-03-31,Home,996.8,Credit Card
1377,270,2025-12-22,Books,821.2,PayPal
1378,61,2025-07-04,Clothing,313.98,PayPal
1379,584,2024-01-04,Electronics,708.08,PayPal
1380,312,2025-11-07,Books,69.07,Debit Card
1381,61,2025-10-28,Books,802.35,PayPal
1382,44,2025-07-21,Books,817.98,Debit Card
1383,513,2025-08-04,Books,258.09,PayPal
1384,850,2024-03-03,Electronics,874.58,Debit Card
1385,6,2025-01-08,Books,228.88,Credit Card
1386,252,2024-02-24,Home,404.02,Debit Card
1387,268,2024-10-18,Home,85.23,PayPal
1388,357,2025-11-21,Fitness,36.82,PayPal
1389,922,2025-02-13,Clothing,458.36,PayPal
1390,796,2024-11-17,Books,829.44,PayPal
1391,814,2025-01-11,Electronics,748.13,PayPal
1392,441,2025-08-04,Clothing,275.18,PayPal
1393,438,2024-05-27,Fitness,701.21,PayPal
1394,637,2025-08-17,Electronics,622.58,PayPal
1395,471,2024-01-18,Fitness,674.51,Credit Card
1396,844,2024-04-01,Books,77.5,Credit Card
1397,604,2025-01-23,Home,417.48,Credit Card
1398,16,2025-03-17,Books,119.06,Debit Card
1399,547,2024-09-22,Electronics,597.53,Credit Card
1400,473,2025-06-17,Clothing,,Debit Card
1401,828,2024-05-28,Electronics,785.45,PayPal
1402,740,2025-03-23,Fitness,360.4,Debit Card
1403,800,2025-07-26,Electronics,515.18,Credit Card
1404,79,2024-02-15,Home,83.09,Credit Card
1405,763,2024-06-18,Clothing,941.51,Debit Card
1406,751,2024-05-11,Books,980.75,Credit Card
1407,442,2025-01-05,Electronics,880.6,Debit Card
1408,850,2025-05-14,Fitness,412.5,Credit Card
1409,705,2024-05-24,Books,224.58,Debit Card
1410,203,2025-06-27,Books,546.51,Debit Card
1411,733,2025-06-16,Books,684.35,Debit Card
1412,575,2024-09-14,Books,261.14,Debit Card
1413,503,2025-02-14,Electronics,845.12,PayPal
1414,359,2024-03-14,Electronics,269.61,PayPal
1415,307,2025-09-23,Clothing,229.22,PayPal
1416,637,2024-10-17,Clothing,608.18,PayPal
1417,360,2024-03-25,Home,154.09,PayPal
1418,644,2025-03-18,Books,298.36,PayPal
1419,847,2025-01-03,Home,879.63,Credit Card
1420,962,2024-04-25,Fitness,161.96,Debit Card
1421,603,2024-07-17,Fitness,804.79,PayPal
1422,57,2024-06-15,Books,498.13,Credit Card
1423,518,2024-01-20,Home,86.05,Debit Card
1424,350,2024-12-29,Home,877.72,Debit Card
1425,786,2025-02-15,Home,92.54,Debit Card
1426,794,2025-12-03,Clothing,28.48,Credit Card
1427,296,2024-10-19,Books,894.5,Debit Card
1428,28,2024-09-02,Books,663.51,Credit Card
1429,879,2024-07-13,Clothing,715.49,Debit Card
1430,8,2025-07-19,Electronics,803.79,PayPal
1431,39,2025-01-03,Electronics,274.99,Debit Card
1432,134,2025-02-24,Electronics,566.18,Credit Card
1433,421,2024-05-06,Books,937.31,Debit Card
1434,642,2025-03-02,Clothing,400.51,PayPal
1435,450,2025-05-16,Home,351.41,PayPal
1436,1,2024-07-22,Books,416.6,Credit Card
1437,124,2024-04-29,Clothing,529.62,Credit Card
1438,543,2024-12-22,Electronics,523.04,PayPal
1439,745,2025-10-15,Books,782.1,Debit Card
1440,129,2024-10-26,Clothing,477.23,PayPal
1441,188,2024-06-04,Clothing,642.4,Credit Card
1442,383,2025-05-16,Clothing,833.77,Debit Card
1443,317,2025-10-15,Books,465.01,Credit Card
1444,262,2025-03-01,Books,240.76,Credit Card
1445,751,2025-08-31,Electronics,278.64,Debit Card
1446,708,2024-01-24,Fitness,82.49,Credit Card
1447,240,2025-06-28,Clothing,386.72,PayPal
1448,863,2024-04-09,Home,274.21,PayPal
1449,324,2024-10-02,Fitness,255.77,Debit Card
1450,32,2024-02-06,Home,233.88,Credit Card
1451,907,2024-01-05,Electronics,98.9,Debit Card
1452,881,2024-08-21,Fitness,853.8,Debit Card
1453,829,2025-09-09,Clothing,805.3,PayPal
1454,802,2025-07-25,Fitness,447.02,Credit Card
1455,375,2024-06-24,Fitness,74.59,Debit Card
1456,783,2025-03-24,Books,283.95,Debit Card
1457,106,2025-11-13,Home,293.61,Credit Card
1458,740,2025-02-09,Clothing,983.1,Debit Card
1459,953,2025-02-26,Electronics,110.71,Credit Card
1460,94,2024-08-21,Home,859.77,Debit Card
1461,740,2024-04-23,Electronics,714.64,Credit Card
1462,792,2024-05-20,Fitness,349.9,Debit Card
1463,10,2024-11-14,Electronics,598.82,Debit Card
1464,351,2025-12-23,Home,519.77,Debit Card
1465,808,2024-10-31,Electronics,960.99,PayPal
1466,852,2025-08-28,Fitness,552.85,Credit Card
1467,164,2024-03-28,Home,665.93,Debit Card
1468,588,2025-02-25,Fitness,314.29,PayPal
1469,678,2025-07-20,Electronics,38.53,PayPal
1470,397,2025-06-14,Books,575.11,PayPal
1471,519,2024-07-15,Books,297.32,Credit Card
1472,592,2024-03-13,Electronics,277.92,Debit Card
1473,972,2024-12-21,Electronics,61.91,Debit Card
1474,826,2025-01-15,Fitness,938.23,PayPal
1475,591,2025-04-07,Fitness,744.46,PayPal
1476,194,2025-06-09,Clothing,67.73,PayPal
1477,524,2025-06-18,Books,894.84,Debit Card
1478,625,2025-02-17,Books,501.93,Credit Card
1479,572,2025-02-08,Fitness,414.56,PayPal
1480,687,2024-08-15,Fitness,393.92,Credit Card
1481,481,2025-04-13,Clothing,845.48,Credit Card
1482,225,2024-07-22,Clothing,103.37,Debit Card
1483,846,2025-12-04,Fitness,345.83,Credit Card
1484,936,2024-11-03,Fitness,957.49,PayPal
1485,360,2024-02-08,Home,583.03,Debit Card
1486,406,2025-03-10,Books,990.23,PayPal
1487,683,2024-08-18,Clothing,444.03,Debit Card
1488,978,2024-12-14,Fitness,417.45,Debit Card
1489,61,2025-04-08,Electronics,517.8,PayPal
1490,981,2024-02-03,Fitness,53.53,Credit Card
1491,382,2024-01-11,Fitness,164.36,Credit Card
1492,803,2025-06-02,Electronics,202.97,Debit Card
1493,839,2025-07-05,Books,819.68,PayPal
1494,806,2024-10-08,Home,217.78,Debit Card
1495,92,2024-12-04,Books,878.62,Credit Card
1496,183,2024-01-10,Clothing,138.0,PayPal
1497,131,2024-08-26,Books,416.83,Debit Card
1498,954,2025-12-03,Clothing,730.89,Debit Card
1499,901,2025-10-24,Clothing,366.77,Debit Card
1500,452,2025-06-18,Home,905.61,Debit Card
1501,894,2025-05-14,Clothing,102.71,PayPal
1502,284,2025-06-06,Clothing,410.05,PayPal
1503,790,2024-07-16,Books,135.42,Debit Card
1504,605,2025-10-17,Electronics,636.45,PayPal
1505,309,2025-01-11,Fitness,72.84,Debit Card
1506,69,2025-10-28,Clothing,718.52,Debit Card
1507,914,2024-08-29,Clothing,631.51,Debit Card
1508,93,2025-04-28,Books,670.04,PayPal
1509,644,2024-09-16,Home,939.3,Debit Card
1510,805,2025-08-10,Fitness,775.79,PayPal
1511,307,2024-11-17,Books,312.79,Debit Card
1512,843,2025-07-24,Fitness,852.17,Debit Card
1513,972,2024-10-17,Electronics,410.42,PayPal
1514,736,2025-03-03,Home,801.93,PayPal
1515,743,2024-05-24,Fitness,896.7,Credit Card
1516,674,2025-09-17,Books,228.22,Debit Card
1517,268,2025-07-03,Clothing,396.58,PayPal
1518,963,2024-06-13,Electronics,635.06,Credit Card
1519,714,2024-06-08,Books,940.69,PayPal
1520,35,2024-09-06,Fitness,440.63,Debit Card
1521,483,2025-03-11,Fitness,516.22,Debit Card
1522,805,2024-04-20,Clothing,463.63,PayPal
1523,535,2025-05-14,Electronics,793.01,PayPal
1524,487,2025-04-23,Fitness,347.78,Credit Card
1525,535,2024-06-15,Electronics,874.86,Debit Card
1526,335,2025-04-04,Home,108.84,Debit Card
1527,868,2025-04-06,Books,184.36,PayPal
1528,945,2025-03-25,Books,663.38,Credit Card
1529,418,2025-06-20,Home,938.01,Credit Card
1530,918,2025-07-04,Home,231.54,PayPal
1531,986,2024-02-04,Fitness,748.0,PayPal
1532,164,2025-08-30,Books,65.36,Debit Card
1533,749,2024-07-09,Clothing,811.92,Credit Card
1534,89,2024-10-30,Books,211.38,PayPal
1535,263,2024-08-09,Home,55.46,Credit Card
1536,852,2025-03-13,Books,84.2,PayPal
1537,574,2024-03-10,Books,22.57,Credit Card
1538,487,2025-12-01,Electronics,263.14,Debit Card
1539,114,2024-09-09,Home,399.56,Debit Card
1540,198,2024-09-04,Books,893.25,Debit Card
1541,717,2025-01-18,Fitness,473.63,Credit Card
1542,206,2024-07-11,Books,172.54,PayPal
1543,267,2025-02-03,Electronics,586.47,PayPal
1544,632,2025-02-10,Clothing,65.14,PayPal
1545,242,2025-02-27,Books,316.15,Credit Card
1546,839,2024-12-15,Home,623.09,PayPal
1547,920,2025-02-13,Books,182.61,Credit Card
1548,463,2024-02-04,Home,513.17,PayPal
1549,755,2024-03-30,Electronics,834.78,PayPal
1550,337,2025-10-28,Home,37.08,Credit Card
1551,883,2025-12-12,Home,227.4,PayPal
1552,301,2024-11-23,Home,638.28,Debit Card
1553,812,2024-09-01,Fitness,137.69,Credit Card
1554,565,2024-08-23,Home,492.34,Debit Card
1555,445,2025-04-02,Home,135.87,Debit Card
1556,763,2025-12-03,Books,56.68,PayPal
1557,897,2025-03-16,Fitness,428.32,Credit Card
1558,333,2024-12-03,Fitness,426.54,Credit Card
1559,505,2025-04-08,Fitness,602.68,PayPal
1560,390,2025-06-25,Home,527.75,PayPal
1561,822,2024-01-07,Clothing,711.42,Credit Card
1562,27,2025-03-18,Fitness,771.67,Credit Card
1563,694,2024-12-31,Books,316.14,Credit Card
1564,83,2025-08-09,Electronics,410.86,PayPal
1565,928,2024-06-15,Fitness,876.61,Credit Card
1566,405,2024-08-20,Clothing,420.17,Debit Card
1567,550,2024-02-19,Books,583.7,PayPal
1568,431,2025-06-21,Clothing,510.45,Debit Card
1569,473,2024-05-13,Books,786.92,Credit Card
1570,98,2025-10-07,Books,317.94,PayPal
1571,713,2025-04-07,Home,206.32,Debit Card
1572,615,2025-08-07,Home,671.13,PayPal
1573,240,2025-10-14,Clothing,178.67,Debit Card
1574,897,2025-12-20,Home,326.95,PayPal
1575,270,2024-01-28,Clothing,410.97,PayPal
1576,856,2025-06-18,Electronics,196.13,Credit Card
1577,230,2024-01-26,Electronics,904.02,Credit Card
1578,244,2025-04-01,Fitness,225.47,Debit Card
1579,576,2024-10-04,Electronics,375.33,PayPal
1580,436,2025-01-03,Home,821.7,Credit Card
1581,117,2024-07-19,Electronics,104.49,PayPal
1582,609,2024-06-05,Clothing,857.85,Credit Card
1583,112,2025-12-30,Books,879.57,PayPal
1584,867,2025-11-15,Fitness,489.94,Credit Card
1585,508,2025-08-19,Fitness,82.47,PayPal
1586,12,2025-04-24,Fitness,163.88,Credit Card
1587,99,2024-07-28,Electronics,744.37,Credit Card
1588,778,2025-04-20,Home,640.97,Credit Card
1589,669,2024-02-04,Home,153.74,Debit Card
1590,224,2025-02-15,Electronics,637.9,Debit Card
1591,693,2024-06-17,Fitness,264.71,Debit Card
1592,898,2025-07-26,Books,262.34,Credit Card
1593,853,2024-08-21,Electronics,425.51,Debit Card
1594,509,2025-05-15,Clothing,136.55,Credit Card
1595,398,2024-05-20,Fitness,311.42,Debit Card
1596,8,2024-12-27,Clothing,652.31,Credit Card
1597,741,2024-03-10,Electronics,835.88,Debit Card
1598,151,2025-08-15,Home,449.05,Credit Card
1599,921,2025-07-13,Books,426.16,Debit Card
1600,613,2024-10-21,Books,,Credit Card
1601,898,2024-03-17,Electronics,513.12,Debit Card
1602,75,2024-08-29,Electronics,422.76,Debit Card
1603,197,2024-12-14,Clothing,876.06,Credit Card
1604,175,2024-10-02,Home,718.57,Debit Card
1605,750,2024-03-25,Clothing,312.04,Debit Card
1606,638,2025-07-03,Clothing,331.24,PayPal
1607,41,2025-12-20,Home,608.12,PayPal
1608,329,2025-05-15,Home,693.52,PayPal
1609,218,2025-07-27,Home,702.31,PayPal
1610,783,2025-04-08,Home,470.32,Credit Card
1611,620,2025-03-15,Clothing,136.6,Debit Card
1612,40,2025-05-06,Electronics,147.41,Debit Card
1613,657,2024-03-15,Home,879.38,Credit Card
1614,11,2025-06-02,Books,241.48,PayPal
1615,628,2025-12-31,Home,100.89,Debit Card
1616,554,2025-10-04,Electronics,714.96,Credit Card
1617,974,2025-12-31,Home,866.06,Credit Card
1618,18,2024-07-01,Electronics,951.13,Debit Card
1619,784,2024-07-01,Books,468.44,Debit Card
1620,481,2025-02-05,Electronics,731.33,Debit Card
1621,526,2025-08-12,Home,756.0,Debit Card
1622,194,2024-07-10,Electronics,880.36,Debit Card
1623,531,2024-01-15,Books,213.68,Credit Card
1624,41,2025-02-13,Fitness,814.11,PayPal
1625,6,2024-01-08,Clothing,233.66,Debit Card
1626,545,2025-09-15,Home,600.62,Debit Card
1627,221,2025-03-28,Fitness,507.11,PayPal
1628,295,2024-08-14,Books,156.0,Credit Card
1629,5,2025-06-24,Home,638.83,Debit Card
1630,744,2024-03-01,Electronics,614.99,Credit Card
1631,662,2024-03-12,Home,30.92,Credit Card
1632,523,2024-09-23,Home,163.21,Credit Card
1633,384,2025-11-06,Home,759.59,Debit Card
1634,636,2024-03-01,Home,738.87,Credit Card
1635,175,2024-01-03,Clothing,801.26,PayPal
1636,392,2024-10-05,Clothing,231.28,Debit Card
1637,95,2024-05-22,Books,717.6,PayPal
1638,522,2024-04-28,Electronics,232.83,Credit Card
1639,709,2025-04-04,Clothing,418.38,Credit Card
1640,230,2024-08-26,Clothing,715.84,Debit Card
1641,283,2024-12-30,Electronics,910.05,Debit Card
1642,123,2024-08-18,Fitness,643.56,Credit Card
1643,623,2025-03-31,Books,867.9,PayPal
1644,394,2024-03-23,Fitness,523.93,Debit Card
1645,711,2025-07-26,Clothing,947.72,Credit Card
1646,133,2025-06-29,Clothing,103.26,Credit Card
1647,400,2025-02-02,Electronics,656.44,Debit Card
1648,945,2024-04-30,Electronics,212.34,PayPal
1649,379,2024-12-09,Fitness,592.0,PayPal
1650,735,2024-09-09,Books,545.29,Credit Card
1651,958,2025-04-10,Books,199.28,Debit Card
1652,911,2025-03-02,Electronics,237.89,Debit Card
1653,186,2024-12-10,Books,838.16,Debit Card
1654,736,2024-07-18,Clothing,330.86,Credit Card
1655,712,2025-02-15,Books,458.48,Debit Card
1656,607,2025-03-14,Electronics,495.62,PayPal
1657,102,2025-08-30,Home,883.84,Credit Card
1658,740,2025-10-07,Books,646.96,Debit Card
1659,234,2025-09-19,Books,20.52,PayPal
1660,753,2024-04-16,Home,385.98,Credit Card
1661,660,2024-01-27,Clothing,980.58,Credit Card
1662,583,2025-12-22,Fitness,307.66,Credit Card
1663,305,2024-03-26,Fitness,61.74,Debit Card
1664,966,2024-07-26,Electronics,465.64,PayPal
1665,177,2025-05-01,Books,81.67,Debit Card
1666,503,2024-08-29,Books,374.52,PayPal
1667,121,2025-02-08,Electronics,355.72,Credit Card
1668,66,2024-02-14,Books,957.48,PayPal
1669,993,2025-06-28,Fitness,768.96,Debit Card
1670,1000,2024-12-10,Clothing,551.42,Credit Card
1671,619,2025-08-01,Home,930.12,Debit Card
1672,793,2025-03-07,Clothing,380.62,Credit Card
1673,325,2025-01-14,Fitness,397.97,Credit Card
1674,880,2024-10-30,Electronics,900.01,PayPal
1675,709,2025-07-04,Home,755.58,PayPal
1676,67,2025-07-30,Home,853.8,Credit Card
1677,623,2025-10-21,Fitness,752.62,Credit Card
1678,740,2025-04-15,Home,711.12,Debit Card
1679,370,2025-09-09,Home,660.81,Credit Card
1680,508,2025-10-24,Fitness,548.21,Debit Card
1681,831,2024-10-01,Clothing,255.05,PayPal
1682,750,2024-03-06,Home,825.74,PayPal
1683,823,2025-08-14,Clothing,887.16,Credit Card
1684,512,2024-06-19,Clothing,110.08,Credit Card
1685,941,2025-10-01,Home,136.17,Credit Card
1686,491,2025-10-07,Fitness,784.52,Credit Card
1687,636,2024-12-17,Clothing,43.86,PayPal
1688,664,2025-06-30,Fitness,688.54,Debit Card
1689,106,2024-07-06,Electronics,687.56,PayPal
1690,185,2025-09-18,Home,690.38,Credit Card
1691,557,2024-02-29,Fitness,764.24,Credit Card
1692,825,2024-10-17,Fitness,790.82,PayPal
1693,241,2025-08-14,Clothing,923.52,Debit Card
1694,364,2025-08-18,Books,826.99,Debit Card
1695,621,2025-01-03,Clothing,507.99,PayPal
1696,709,2025-04-04,Books,556.9,PayPal
1697,644,2025-04-09,Clothing,240.74,Credit Card
1698,204,2025-10-01,Clothing,630.33,PayPal
1699,494,2024-11-06,Electronics,209.64,PayPal
1700,398,2024-03-01,Clothing,991.37,Debit Card
1701,570,2025-03-02,Home,948.44,Credit Card
1702,929,2025-05-10,Books,551.0,PayPal
1703,449,2024-01-24,Books,393.66,Credit Card
1704,852,2024-04-06,Electronics,82.77,Debit Card
1705,137,2024-01-23,Fitness,88.63,PayPal
1706,991,2025-07-13,Clothing,886.26,Credit Card
1707,187,2025-03-08,Home,633.93,Credit Card
1708,800,2025-04-10,Books,50.16,PayPal
1709,890,2024-01-11,Electronics,973.38,Credit Card
1710,230,2024-12-11,Clothing,806.72,Credit Card
1711,124,2025-03-04,Fitness,573.92,Credit Card
1712,972,2025-05-15,Home,837.39,Credit Card
1713,824,2024-01-29,Clothing,148.35,PayPal
1714,727,2025-06-13,Home,441.26,PayPal
1715,489,2024-11-14,Fitness,190.23,Credit Card
1716,362,2024-05-20,Books,400.23,Debit Card
1717,355,2025-02-21,Fitness,909.01,PayPal
1718,971,2024-07-01,Home,283.14,PayPal
1719,70,2024-12-12,Fitness,644.76,Credit Card
1720,377,2025-10-22,Electronics,456.7,PayPal
1721,498,2024-07-19,Electronics,666.38,Credit Card
1722,757,2024-03-20,Fitness,502.02,Credit Card
1723,957,2025-10-12,Clothing,906.86,Debit Card
1724,91,2024-04-30,Fitness,217.66,Credit Card
1725,369,2025-11-23,Clothing,588.79,Debit Card
1726,459,2025-04-01,Fitness,753.98,PayPal
1727,709,2025-06-11,Books,711.77,Debit Card
1728,155,2024-02-14,Fitness,634.22,Debit Card
1729,760,2024-11-29,Books,193.36,PayPal
1730,897,2024-08-27,Electronics,767.38,PayPal
1731,131,2024-01-15,Electronics,69.02,Debit Card
1732,470,2024-08-21,Electronics,481.8,PayPal
1733,634,2024-04-27,Fitness,152.55,Credit Card
1734,364,2025-01-30,Home,811.3,Credit Card
1735,561,2024-12-15,Fitness,112.37,Debit Card
1736,63,2024-01-26,Electronics,842.79,Debit Card
1737,775,2024-03-15,Electronics,432.88,PayPal
1738,481,2024-01-19,Clothing,376.31,PayPal
1739,214,2025-02-08,Fitness,170.3,Credit Card
1740,458,2025-08-08,Fitness,363.54,Debit Card
1741,396,2025-04-25,Fitness,899.16,Debit Card
1742,580,2024-06-06,Fitness,824.16,PayPal
1743,948,2024-02-02,Electronics,351.12,PayPal
1744,692,2024-10-05,Electronics,473.29,Credit Card
1745,398,2024-05-15,Books,285.86,Debit Card
1746,77,2025-03-21,Clothing,570.52,Debit Card
1747,902,2024-03-04,Clothing,201.31,Credit Card
1748,995,2025-09-28,Electronics,345.7,PayPal
1749,938,2025-04-02,Home,552.55,Credit Card
1750,260,2024-01-18,Clothing,178.77,PayPal
1751,422,2024-12-14,Fitness,277.27,Debit Card
1752,384,2025-06-15,Fitness,88.9,Debit Card
1753,455,2024-08-10,Books,983.71,Debit Card
1754,186,2025-10-16,Electronics,536.5,Debit Card
1755,291,2024-02-14,Clothing,208.09,Credit Card
1756,243,2025-11-01,Clothing,457.17,PayPal
1757,734,2025-10-08,Home,672.78,PayPal
1758,33,2024-08-18,Clothing,667.02,PayPal
1759,259,2024-09-18,Fitness,975.28,PayPal
1760,511,2024-08-31,Clothing,546.67,Credit Card
1761,69,2025-10-14,Home,659.34,Credit Card
1762,668,2024-02-16,Electronics,96.28,Credit Card
1763,108,2025-09-21,Electronics,899.3,PayPal
1764,848,2024-11-26,Home,84.55,Credit Card
1765,241,2025-10-26,Electronics,553.26,Credit Card
1766,67,2025-09-21,Home,530.94,Debit Card
1767,166,2024-10-25,Fitness,417.1,Credit Card
1768,532,2024-11-19,Clothing,56.63,Debit Card
1769,339,2025-09-23,Fitness,760.21,PayPal
1770,10,2025-08-16,Books,951.3,PayPal
1771,817,2025-10-24,Fitness,295.25,PayPal
1772,642,2024-12-31,Home,743.41,PayPal
1773,419,2024-11-08,Clothing,95.59,Debit Card
